scale,source,kind,category,spearman,n_pairs
100000,C8_dinov3l_grid4x4_rand_100000_s5,model,noun,0.0009261529199405026,951
100000,C8_dinov3l_grid4x4_rand_100000_s6,model,all,0.019239500193886015,2535
100000,C8_dinov3l_grid4x4_rand_100000_s6,model,noun,0.03511298377883725,967
100000,C8_dinov3l_grid4x4_rand_100000_s7,model,all,0.054313271011507465,2459
100000,C8_dinov3l_grid4x4_rand_100000_s7,model,noun,0.06353869142608336,911
300000,C8_dinov3l_grid4x4_rand_300000_s0,model,all,0.05140431964998041,4248
300000,bv26_rand_300000_s0,w2v,all,0.23539501400053184,4248
300000,C8_dinov3l_grid4x4_rand_300000_s0,model,noun,0.0795726624390877,1605
300000,bv26_rand_300000_s0,w2v,noun,0.29882729476131803,1605
300000,C8_dinov3l_grid4x4_rand_300000_s1,model,all,0.03448998266360172,3867
300000,C8_dinov3l_grid4x4_rand_300000_s1,model,noun,0.04117117078949029,1485
300000,C8_dinov3l_grid4x4_rand_300000_s2,model,all,0.043714920063035345,3793
300000,C8_dinov3l_grid4x4_rand_300000_s2,model,noun,0.05554971140580034,1471
300000,C8_dinov3l_grid4x4_rand_300000_s3,model,all,0.05356642686561101,3840
300000,C8_dinov3l_grid4x4_rand_300000_s3,model,noun,0.0717355576343474,1463
300000,C8_dinov3l_grid4x4_rand_300000_s4,model,all,0.09572082187859872,3847
300000,C8_dinov3l_grid4x4_rand_300000_s4,model,noun,0.07394316345411693,1470
1000000,C8_dinov3l_grid4x4_rand_1000000_s0,model,all,0.16221333943575608,5593
1000000,bv26_rand_1000000_s0,w2v,all,0.32562493589737,5593
1000000,C8_dinov3l_grid4x4_rand_1000000_s0,model,noun,0.249996099693009,2068
1000000,bv26_rand_1000000_s0,w2v,noun,0.40683079639822406,2068
1000000,C8_dinov3l_grid4x4_rand_1000000_s1,model,all,0.18223428415800585,5378
1000000,C8_dinov3l_grid4x4_rand_1000000_s1,model,noun,0.2492305385369791,2011
1000000,C8_dinov3l_grid4x4_rand_1000000_s2,model,all,0.18239474681221426,5427
1000000,C8_dinov3l_grid4x4_rand_1000000_s2,model,noun,0.2605507645458156,2005
1815243,C8_dinov3l_grid4x4_base_s0,model,all,0.19567581883391041,6196
1815243,bv26_base,w2v,all,0.34118213934901537,6196
1815243,C8_dinov3l_grid4x4_base_s0,model,noun,0.32316464897621416,2258
1815243,bv26_base,w2v,noun,0.4518380571793137,2258
1815243,C8_dinov3l_grid4x4_base_s1,model,all,0.1844301717560371,6196
1815243,C8_dinov3l_grid4x4_base_s1,model,noun,0.29952392598288324,2258
1815243,C8_dinov3l_grid4x4_base_s2,model,all,0.18125552668415806,6196
1815243,C8_dinov3l_grid4x4_base_s2,model,noun,0.29952195683623517,2258
